account_id,customer_id,account_type,account_product_name,account_number_masked,account_status,opening_date,currency,average_monthly_balance
ACC00082,CUST00082,Savings,Millennia Savings Account,XXXXXX5684,Active,2026-05-27,INR,417103.77
ACC00083,CUST00083,Current,Regular Current Account,XXXXXX5556,Active,2026-05-09,INR,782521.92
ACC00084,CUST00084,Savings,Savings Max,XXXXXX4171,Active,2025-05-30,INR,45948.92
ACC00085,CUST00085,Salary,Salary Account,XXXXXX6152,Active,2025-07-20,INR,874832.16
ACC00086,CUST00086,Salary,Salary Account,XXXXXX7284,Active,2023-09-05,INR,111115.96
ACC00087,CUST00087,Savings,Savings Max,XXXXXX8063,Active,2026-02-10,INR,326236.85
ACC00088,CUST00088,Savings,Millennia Savings Account,XXXXXX7652,Active,2024-08-03,INR,5000
ACC00089,CUST00089,Current,Business Current Account,XXXXXX2854,Active,2025-04-04,INR,1110300.12
ACC00090,CUST00090,Savings,Savings Max,XXXXXX8317,Active,2025-11-06,INR,168854.46
ACC00091,CUST00091,Savings,Millennia Savings Account,XXXXXX8554,Active,2024-12-05,INR,286400.93
ACC00092,CUST00092,Salary,Premium Salary Account,XXXXXX1307,Active,2024-04-01,INR,694245.59
ACC00092B,CUST00092,Savings,Regular Savings Account,XXXXXX1619,Active,2026-02-10,INR,570315.58
ACC00093,CUST00093,Salary,Salary Account,XXXXXX4817,Active,2026-01-07,INR,403481.4
ACC00094,CUST00094,Salary,Salary Account,XXXXXX2925,Active,2021-06-19,INR,408078.27
ACC00095,CUST00095,Savings,Millennia Savings Account,XXXXXX4313,Active,2022-04-08,INR,210381.8
ACC00096,CUST00096,Salary,Salary Account,XXXXXX7641,Active,2026-06-18,INR,158911.24
ACC00097,CUST00097,Savings,Regular Savings Account,XXXXXX7400,Active,2018-08-11,INR,529258.65
ACC00098,CUST00098,Savings,Savings Max,XXXXXX8347,Active,2025-12-26,INR,78997.22
ACC00099,CUST00099,Savings,Digital Savings Account,XXXXXX9385,Active,2020-06-13,INR,81373.69
ACC00100,CUST00100,Savings,Savings Max,XXXXXX1040,Active,2023-05-20,INR,174485.91
ACC00101,CUST00101,Savings,Regular Savings Account,XXXXXX8544,Active,2025-11-04,INR,608252.88
ACC00101B,CUST00101,Savings,Savings Max,XXXXXX1284,Active,2026-07-07,INR,451535.24
ACC00102,CUST00102,Savings,Savings Max,XXXXXX2758,Active,2022-02-01,INR,46939.57
ACC00103,CUST00103,Savings,Millennia Savings Account,XXXXXX7623,Active,2022-03-31,INR,123279.15
ACC00104,CUST00104,Current,Business Current Account,XXXXXX9105,Active,2021-10-17,INR,1135112.54
ACC00105,CUST00105,Savings,Millennia Savings Account,XXXXXX2102,Active,2026-03-18,INR,244518.53
ACC00106,CUST00106,Savings,Millennia Savings Account,XXXXXX5882,Active,2024-02-29,INR,186747.1
ACC00107,CUST00107,Savings,Regular Savings Account,XXXXXX5144,Active,2022-06-14,INR,628517.75
ACC00108,CUST00108,Current,Regular Current Account,XXXXXX9460,Active,2025-11-16,INR,387112.8
ACC00109,CUST00109,Savings,Savings Max,XXXXXX8506,Active,2023-11-29,INR,89748.46
ACC00110,CUST00110,Salary,Premium Salary Account,XXXXXX8233,Active,2020-12-30,INR,172050.1
ACC00111,CUST00111,Savings,Savings Max,XXXXXX7365,Active,2026-02-07,INR,209921.15
ACC00112,CUST00112,Savings,Millennia Savings Account,XXXXXX9570,Active,2023-08-05,INR,254744.81
ACC00113,CUST00113,Salary,Salary Account,XXXXXX4961,Active,2025-09-27,INR,67534.05
ACC00114,CUST00114,Current,Business Current Account,XXXXXX8147,Active,2024-12-19,INR,224006.22
ACC00115,CUST00115,Salary,Salary Account,XXXXXX8489,Active,2023-03-10,INR,386775.22
ACC00116,CUST00116,Current,Regular Current Account,XXXXXX9516,Active,2025-07-03,INR,1727538.79
ACC00117,CUST00117,Savings,Millennia Savings Account,XXXXXX2605,Active,2024-09-28,INR,51878.78
ACC00118,CUST00118,Savings,Digital Savings Account,XXXXXX5999,Active,2021-11-08,INR,145418.86
ACC00119,CUST00119,Salary,Salary Account,XXXXXX8278,Active,2020-09-14,INR,68864.11
ACC00120,CUST00120,Salary,Salary Account,XXXXXX7664,Active,2021-09-15,INR,45441.82
ACC00121,CUST00121,Current,Business Current Account,XXXXXX6269,Active,2025-07-09,INR,483696.06
ACC00122,CUST00122,Savings,Digital Savings Account,XXXXXX5489,Active,2025-09-29,INR,36301.94
ACC00123,CUST00123,Salary,Salary Account,XXXXXX2015,Active,2021-02-07,INR,635711.63
ACC00124,CUST00124,Savings,Savings Max,XXXXXX2120,Active,2023-02-07,INR,20332.16
ACC00125,CUST00125,Savings,Millennia Savings Account,XXXXXX1486,Active,2021-06-17,INR,271461.83
ACC00126,CUST00126,Current,Business Current Account,XXXXXX7569,Active,2025-07-11,INR,1504948.66
ACC00127,CUST00127,Savings,Savings Max,XXXXXX4728,Active,2025-12-29,INR,128776.2
ACC00128,CUST00128,Salary,Salary Account,XXXXXX5650,Active,2022-01-15,INR,376413.01
ACC00129,CUST00129,Current,Business Current Account,XXXXXX2723,Active,2018-05-07,INR,996292.84
ACC00130,CUST00130,Current,Regular Current Account,XXXXXX2497,Active,2025-05-16,INR,190209.79
ACC00131,CUST00131,Salary,Salary Account,XXXXXX1347,Active,2025-12-23,INR,322679.4
ACC00132,CUST00132,Savings,Savings Max,XXXXXX5675,Active,2021-10-22,INR,142056.2
ACC00133,CUST00133,Savings,Millennia Savings Account,XXXXXX9005,Active,2026-01-14,INR,79546.2
ACC00134,CUST00134,Savings,Digital Savings Account,XXXXXX6045,Active,2025-11-14,INR,39809.16
ACC00135,CUST00135,Savings,Digital Savings Account,XXXXXX2789,Active,2024-01-13,INR,1769680.18
ACC00136,CUST00136,Savings,Regular Savings Account,XXXXXX6333,Active,2026-07-23,INR,248543.1
ACC00137,CUST00137,Salary,Premium Salary Account,XXXXXX3016,Active,2025-10-06,INR,503913.84
ACC00138,CUST00138,Savings,Savings Max,XXXXXX4450,Active,2026-06-21,INR,493846.21
ACC00139,CUST00139,Salary,Premium Salary Account,XXXXXX3826,Active,2021-06-21,INR,71966.88
ACC00140,CUST00140,Savings,Regular Savings Account,XXXXXX2922,Active,2022-12-22,INR,5000
ACC00141,CUST00141,Salary,Salary Account,XXXXXX4539,Active,2022-09-28,INR,79671.24
ACC00142,CUST00142,Salary,Premium Salary Account,XXXXXX9021,Active,2024-11-11,INR,141650.3
ACC00143,CUST00143,Savings,Millennia Savings Account,XXXXXX9652,Active,2019-11-10,INR,90493.92
ACC00144,CUST00144,Savings,Regular Savings Account,XXXXXX5098,Active,2022-06-06,INR,92659.12
ACC00145,CUST00145,Savings,Savings Max,XXXXXX2973,Active,2021-09-01,INR,139790.11
ACC00145B,CUST00145,Savings,Savings Max,XXXXXX3395,Active,2024-01-22,INR,132875.45
ACC00146,CUST00146,Savings,Millennia Savings Account,XXXXXX8347,Active,2024-01-19,INR,175050.2
ACC00146B,CUST00146,Savings,Digital Savings Account,XXXXXX2109,Active,2025-05-27,INR,204210.9
ACC00147,CUST00147,Salary,Premium Salary Account,XXXXXX1170,Active,2018-03-22,INR,613151.04
ACC00148,CUST00148,Salary,Salary Account,XXXXXX9923,Active,2021-12-13,INR,272463.39
ACC00149,CUST00149,Current,Business Current Account,XXXXXX9785,Active,2023-12-27,INR,1549897.06
ACC00150,CUST00150,Salary,Salary Account,XXXXXX3569,Active,2023-07-02,INR,255371.06
ACC00150B,CUST00150,Savings,Digital Savings Account,XXXXXX3050,Active,2024-09-07,INR,540705.43
ACC00151,CUST00151,Savings,Digital Savings Account,XXXXXX1612,Active,2024-10-01,INR,36352.2
ACC00152,CUST00152,Salary,Premium Salary Account,XXXXXX8753,Active,2020-01-23,INR,86939.18
ACC00153,CUST00153,Salary,Premium Salary Account,XXXXXX2406,Active,2023-11-26,INR,104578.5
ACC00154,CUST00154,Current,Regular Current Account,XXXXXX6185,Active,2024-03-20,INR,180458.31
ACC00155,CUST00155,Savings,Millennia Savings Account,XXXXXX2625,Active,2026-07-25,INR,824400.28
ACC00156,CUST00156,Current,Business Current Account,XXXXXX5263,Active,2026-02-15,INR,867077.5
ACC00157,CUST00157,Savings,Regular Savings Account,XXXXXX6616,Active,2023-03-02,INR,417523.3
ACC00158,CUST00158,Current,Business Current Account,XXXXXX6151,Active,2021-06-19,INR,191444.27
ACC00159,CUST00159,Savings,Regular Savings Account,XXXXXX4670,Active,2021-03-16,INR,43830.32
ACC00159B,CUST00159,Savings,Regular Savings Account,XXXXXX6289,Active,2026-01-13,INR,314377.93
ACC00160,CUST00160,Savings,Regular Savings Account,XXXXXX4584,Active,2019-02-18,INR,350714.71
ACC00161,CUST00161,Savings,Millennia Savings Account,XXXXXX5718,Active,2026-07-16,INR,282846.36
ACC00162,CUST00162,Savings,Regular Savings Account,XXXXXX7722,Active,2021-07-18,INR,126831.09
ACC00163,CUST00163,Savings,Savings Max,XXXXXX5434,Active,2018-09-09,INR,153167.94
ACC00164,CUST00164,Salary,Premium Salary Account,XXXXXX1997,Active,2026-04-02,INR,138742.98
ACC00165,CUST00165,Salary,Salary Account,XXXXXX8282,Active,2026-04-18,INR,76545.15
ACC00166,CUST00166,Savings,Digital Savings Account,XXXXXX4272,Active,2022-06-16,INR,151284.02
ACC00167,CUST00167,Savings,Regular Savings Account,XXXXXX8716,Active,2026-05-10,INR,183357.5
ACC00168,CUST00168,Savings,Digital Savings Account,XXXXXX3257,Active,2025-03-10,INR,81891.99
ACC00169,CUST00169,Savings,Digital Savings Account,XXXXXX1348,Active,2025-03-25,INR,416341.89
ACC00170,CUST00170,Salary,Salary Account,XXXXXX6145,Active,2024-12-04,INR,675582.06
ACC00171,CUST00171,Savings,Digital Savings Account,XXXXXX1534,Active,2025-05-01,INR,539669.17
ACC00171B,CUST00171,Savings,Regular Savings Account,XXXXXX2266,Active,2025-08-23,INR,766409.05
ACC00172,CUST00172,Current,Regular Current Account,XXXXXX1558,Active,2019-05-01,INR,1887344.55
ACC00173,CUST00173,Savings,Millennia Savings Account,XXXXXX8973,Active,2022-11-04,INR,95455.78
ACC00174,CUST00174,Salary,Salary Account,XXXXXX7163,Active,2022-11-08,INR,725078.97
ACC00174B,CUST00174,Savings,Savings Max,XXXXXX5346,Active,2025-06-27,INR,336620.0
ACC00175,CUST00175,Savings,Regular Savings Account,XXXXXX8334,Active,2026-03-18,INR,460957.4
ACC00176,CUST00176,Salary,Premium Salary Account,XXXXXX8037,Active,2025-03-25,INR,23744.02
ACC00177,CUST00177,Salary,Premium Salary Account,XXXXXX4808,Active,2025-06-21,INR,135954.94
ACC00178,CUST00178,Savings,Millennia Savings Account,XXXXXX5116,Active,2026-02-25,INR,382218.57
ACC00178B,CUST00178,Savings,Millennia Savings Account,XXXXXX3217,Active,2026-04-08,INR,666798.42
ACC00179,CUST00179,Salary,Salary Account,XXXXXX2274,Active,2026-02-10,INR,360127.91
ACC00179B,CUST00179,Savings,Digital Savings Account,XXXXXX7969,Active,2026-07-30,INR,341070.08
ACC00180,CUST00180,Current,Regular Current Account,XXXXXX8713,Active,2025-12-22,INR,1424942.98
ACC00181,CUST00181,Salary,Salary Account,XXXXXX3990,Active,2018-07-07,INR,116294.88
ACC00182,CUST00182,Salary,Salary Account,XXXXXX9471,Active,2022-07-07,INR,139001.19
ACC00182B,CUST00182,Savings,Savings Max,XXXXXX8655,Active,2025-10-20,INR,129630.52
ACC00183,CUST00183,Current,Regular Current Account,XXXXXX4869,Active,2020-07-12,INR,654568.77
ACC00184,CUST00184,Salary,Premium Salary Account,XXXXXX3635,Active,2020-05-02,INR,78728.07
ACC00185,CUST00185,Savings,Savings Max,XXXXXX2377,Active,2025-11-04,INR,536737.6
ACC00185B,CUST00185,Savings,Savings Max,XXXXXX9084,Active,2026-06-12,INR,1317165.07
ACC00186,CUST00186,Salary,Premium Salary Account,XXXXXX1205,Active,2025-06-15,INR,77198.63
ACC00187,CUST00187,Current,Regular Current Account,XXXXXX5569,Active,2023-07-22,INR,141743.53
ACC00188,CUST00188,Salary,Salary Account,XXXXXX8559,Active,2020-10-17,INR,457046.89
ACC00189,CUST00189,Savings,Savings Max,XXXXXX5992,Active,2025-03-26,INR,286274.22
ACC00190,CUST00190,Savings,Regular Savings Account,XXXXXX9561,Active,2019-02-11,INR,175671.36
ACC00191,CUST00191,Savings,Savings Max,XXXXXX2781,Active,2023-01-08,INR,513736.64
ACC00191B,CUST00191,Savings,Millennia Savings Account,XXXXXX6243,Active,2025-12-29,INR,558737.87
ACC00192,CUST00192,Savings,Digital Savings Account,XXXXXX7390,Active,2022-01-20,INR,61854.67
ACC00193,CUST00193,Savings,Millennia Savings Account,XXXXXX8304,Active,2025-06-18,INR,191260.7
ACC00194,CUST00194,Salary,Salary Account,XXXXXX8060,Active,2022-12-05,INR,554988.33
ACC00195,CUST00195,Salary,Salary Account,XXXXXX9462,Active,2024-10-08,INR,84082.76
ACC00196,CUST00196,Savings,Millennia Savings Account,XXXXXX7797,Active,2024-04-01,INR,327942.06
ACC00197,CUST00197,Savings,Millennia Savings Account,XXXXXX8571,Active,2024-08-13,INR,742046.27
ACC00198,CUST00198,Salary,Salary Account,XXXXXX6798,Active,2022-07-18,INR,205506.08
ACC00199,CUST00199,Salary,Salary Account,XXXXXX8264,Active,2022-01-11,INR,71387.54
ACC00200,CUST00200,Savings,Savings Max,XXXXXX9109,Active,2025-10-18,INR,191785.88
ACC00201,CUST00201,Current,Regular Current Account,XXXXXX7652,Active,2026-07-17,INR,131950.61
ACC00202,CUST00202,Salary,Salary Account,XXXXXX1668,Active,2025-09-05,INR,297038.61
ACC00202B,CUST00202,Savings,Millennia Savings Account,XXXXXX1431,Active,2026-05-16,INR,454090.66
ACC00203,CUST00203,Salary,Premium Salary Account,XXXXXX5523,Active,2023-10-22,INR,54299.18
ACC00204,CUST00204,Salary,Salary Account,XXXXXX1483,Active,2020-08-25,INR,536514.02
ACC00205,CUST00205,Salary,Salary Account,XXXXXX3742,Active,2026-05-06,INR,578650.23
ACC00206,CUST00206,Savings,Millennia Savings Account,XXXXXX4084,Active,2025-12-01,INR,466077.53
ACC00207,CUST00207,Savings,Millennia Savings Account,XXXXXX7524,Active,2025-04-02,INR,123142.19
ACC00208,CUST00208,Salary,Salary Account,XXXXXX3783,Active,2026-02-12,INR,659790.14
ACC00209,CUST00209,Salary,Salary Account,XXXXXX4188,Active,2024-10-11,INR,279098.79
ACC00210,CUST00210,Salary,Premium Salary Account,XXXXXX3467,Active,2025-07-25,INR,856907.89
ACC00211,CUST00211,Savings,Regular Savings Account,XXXXXX6219,Active,2026-02-01,INR,802839.56
ACC00212,CUST00212,Salary,Premium Salary Account,XXXXXX6421,Active,2026-06-07,INR,607889.64
ACC00213,CUST00213,Savings,Regular Savings Account,XXXXXX8306,Active,2026-03-12,INR,68794.7
ACC00214,CUST00214,Current,Business Current Account,XXXXXX8984,Active,2018-12-23,INR,2412298.56
ACC00215,CUST00215,Savings,Digital Savings Account,XXXXXX5358,Active,2026-01-05,INR,199097.16
ACC00216,CUST00216,Salary,Premium Salary Account,XXXXXX3916,Active,2023-08-28,INR,499216.2
ACC00217,CUST00217,Savings,Regular Savings Account,XXXXXX5610,Active,2024-06-27,INR,48755.87
ACC00218,CUST00218,Savings,Savings Max,XXXXXX2757,Active,2020-04-19,INR,983442.52
ACC00219,CUST00219,Savings,Savings Max,XXXXXX5694,Active,2025-03-12,INR,78497.45
ACC00220,CUST00220,Salary,Salary Account,XXXXXX6486,Active,2024-09-14,INR,144347.02
ACC00221,CUST00221,Savings,Digital Savings Account,XXXXXX8986,Active,2022-10-28,INR,39571.53
ACC00221B,CUST00221,Savings,Millennia Savings Account,XXXXXX9908,Active,2023-05-04,INR,15877.08
ACC00222,CUST00222,Salary,Premium Salary Account,XXXXXX5080,Active,2025-09-25,INR,75678.74
ACC00223,CUST00223,Salary,Salary Account,XXXXXX4498,Active,2024-01-15,INR,211693.63
ACC00224,CUST00224,Salary,Salary Account,XXXXXX6522,Active,2023-03-20,INR,211333.77
ACC00225,CUST00225,Salary,Premium Salary Account,XXXXXX2956,Active,2022-08-18,INR,152782.51
ACC00225B,CUST00225,Savings,Regular Savings Account,XXXXXX1672,Active,2023-01-08,INR,369944.36
ACC00226,CUST00226,Savings,Digital Savings Account,XXXXXX7299,Active,2020-08-18,INR,279537.67
ACC00227,CUST00227,Savings,Digital Savings Account,XXXXXX4047,Active,2022-11-03,INR,122356.19
ACC00228,CUST00228,Savings,Digital Savings Account,XXXXXX9871,Active,2025-03-10,INR,159306.06
ACC00229,CUST00229,Salary,Premium Salary Account,XXXXXX5816,Active,2022-09-01,INR,125780.8
ACC00230,CUST00230,Salary,Salary Account,XXXXXX1613,Active,2021-04-21,INR,155276.86
ACC00231,CUST00231,Salary,Premium Salary Account,XXXXXX4506,Active,2023-04-08,INR,433134.6
ACC00232,CUST00232,Salary,Salary Account,XXXXXX2764,Active,2022-09-05,INR,117977.8
ACC00233,CUST00233,Savings,Savings Max,XXXXXX3689,Active,2019-11-29,INR,465411.61
ACC00234,CUST00234,Salary,Salary Account,XXXXXX4915,Active,2026-05-07,INR,245279.59
ACC00235,CUST00235,Savings,Millennia Savings Account,XXXXXX2415,Active,2020-12-27,INR,207380.57
ACC00236,CUST00236,Savings,Regular Savings Account,XXXXXX8756,Active,2022-07-05,INR,681050.24
ACC00237,CUST00237,Salary,Salary Account,XXXXXX3601,Active,2020-06-02,INR,452385.24
ACC00238,CUST00238,Savings,Millennia Savings Account,XXXXXX4020,Active,2024-05-05,INR,194295.14
ACC00239,CUST00239,Savings,Digital Savings Account,XXXXXX2069,Active,2025-10-07,INR,476126.37
ACC00240,CUST00240,Salary,Premium Salary Account,XXXXXX4215,Active,2024-01-08,INR,404793.29
ACC00241,CUST00241,Savings,Millennia Savings Account,XXXXXX8411,Active,2026-06-26,INR,686202.48
ACC00241B,CUST00241,Savings,Regular Savings Account,XXXXXX1349,Active,2026-08-07,INR,658990.75
ACC00242,CUST00242,Salary,Salary Account,XXXXXX9741,Active,2022-06-30,INR,539221.55
ACC00242B,CUST00242,Savings,Digital Savings Account,XXXXXX7465,Active,2026-02-19,INR,571560.88
ACC00243,CUST00243,Salary,Premium Salary Account,XXXXXX9046,Active,2024-11-17,INR,79771.83
ACC00244,CUST00244,Savings,Savings Max,XXXXXX2057,Active,2023-11-26,INR,143510.2
ACC00245,CUST00245,Salary,Premium Salary Account,XXXXXX9904,Active,2024-04-14,INR,151604.34
ACC00246,CUST00246,Salary,Premium Salary Account,XXXXXX3001,Active,2026-06-15,INR,388499.95
ACC00246B,CUST00246,Savings,Savings Max,XXXXXX2674,Active,2026-06-26,INR,276320.25
ACC00247,CUST00247,Savings,Savings Max,XXXXXX7027,Active,2025-11-23,INR,76826.21
ACC00248,CUST00248,Savings,Regular Savings Account,XXXXXX2908,Active,2025-06-19,INR,356978.8
ACC00249,CUST00249,Salary,Premium Salary Account,XXXXXX1874,Active,2021-10-20,INR,116859.28
